ID,holiday,heat,rainfall,flakes,cloud,atmosphere,pa,statement,dt,vol
13419,None,277.3,1.7115,0,40,Percipitation ,100144.672,moderate rain,4/4/2014 16:00,5481.888908
13420,None,277.77,1.449,0,20,Percipitation ,100599.331,moderate rain,4/4/2014 17:00,4947.895712
13421,None,277.89,0.96,0,20,Percipitation ,100116.044,light rain,4/4/2014 18:00,4229.527688
13422,None,277.61,0.5355,0,1,Percipitation ,100201.197,light rain,4/4/2014 19:00,3277.62685
13423,None,276.19,0.32,0,1,Percipitation ,101052.827,light rain,4/4/2014 20:00,2737.162787
13424,None,274.89,0,0,1,Snow,100661.392,drizzle,4/4/2014 21:00,2695.956089
13425,None,273.85,0,0,1,Snow,101087.557,low visiblity high smoke,4/4/2014 22:00,2650.586679
13426,None,273.3624246,0.25,0,1,Percipitation ,100376.219,light rain,4/4/2014 23:00,1470.776039
13427,None,272.75,0,0,1,Fog ,100802.781,clear sky,5/4/2014 0:00,1248.4991
13428,None,272.07,0,0,1,Fog ,101162.814,clear sky,5/4/2014 1:00,477.6504603
13429,None,271.35,0,0,1,Fog ,100903.796,clear sky,5/4/2014 2:00,540.1221687
13430,None,270.4,0,0,1,Fog ,101086.497,clear sky,5/4/2014 3:00,245.5726647
13431,None,269.84,0,0,1,Fog ,101266.239,clear sky,5/4/2014 4:00,412.07243
13432,None,269.13,0,0,1,Fog ,101048.114,clear sky,5/4/2014 5:00,520.7388821
13433,None,268.101775,0,0,1,Fog ,100746.611,clear sky,5/4/2014 6:00,1153.139417
13434,None,268.04,0,0,40, Fog,101161.22,dispersed clounds and rain,5/4/2014 7:00,2084.70714
13435,None,269.55,0,0,40,Snow,101161.689,thunderstorm with rain,5/4/2014 8:00,2913.026244
13436,None,271.74,0.2625,0,40,Percipitation ,100109.036,light rain,5/4/2014 9:00,3970.158088
13437,None,274.54,0.41,0,20,Percipitation ,100159.869,light rain,5/4/2014 10:00,4244.782027
13438,None,276.29,0.51,0,1,Percipitation ,100675.653,light rain,5/4/2014 11:00,4344.922423
13439,None,276.1014413,0.57,0,1,Percipitation ,100160.171,light rain,5/4/2014 12:00,5076.978135
13440,None,277.1580207,0.81,0,1,Percipitation ,100573.035,light rain,5/4/2014 13:00,4582.352451
13441,None,279.87,0.76,0,1,Percipitation ,100451.475,light rain,5/4/2014 14:00,4931.98689
13442,None,280.76,0.25,0,40,Percipitation ,101222.85,light rain,5/4/2014 15:00,4762.700169
13443,None,281.62,0,0,40, Fog,100765.075,dispersed clounds and rain,5/4/2014 16:00,4824.983225
13444,None,281.87,0,0,40, Fog,100169.865,dispersed clounds and rain,5/4/2014 17:00,4418.684661
13445,None,281.56,0,0,75, Fog,100005.103,low clouds and high wind,5/4/2014 18:00,4190.627136
13446,None,281.1,0,0,75, Fog,100224.868,low clouds and high wind,5/4/2014 19:00,3404.666547
13447,None,280.28,0,0,75, Fog,100180.584,low clouds and high wind,5/4/2014 20:00,2937.34243
13448,None,279.6,0,0,75,Haze,100051.937,bit snow,5/4/2014 21:00,4212.303957
13449,None,279.1,0,0,40, Fog,100435.163,dispersed clounds and rain,5/4/2014 22:00,3973.982827
13450,None,278.49,0,0,20, Fog,100227.86,bit cloudy,5/4/2014 23:00,2339.276281
13451,None,278.1,0,0,20, Fog,100820.93,bit cloudy,6/4/2014 0:00,1104.689186
13452,None,278.19,0,0,75,Haze,100765.594,thunderstorm with drizzle,6/4/2014 1:00,939.3065146
13453,None,278.42,0,0,75, Fog,100832.86,low clouds and high wind,6/4/2014 2:00,539.4938322
13454,None,276.866141,0,0,75, Fog,101144.63,low clouds and high wind,6/4/2014 3:00,248.9106074
13455,None,278.77,0,0,75, Fog,100675.044,low clouds and high wind,6/4/2014 4:00,294.6097325
13456,None,279.0263658,0,0,20, Fog,100582.851,bit cloudy,6/4/2014 5:00,577.4966469
13457,None,278.21,0,0,40, Fog,100447.11,dispersed clounds and rain,6/4/2014 6:00,847.8213069
13458,None,279.3780649,0,0,75, Fog,100101.052,low clouds and high wind,6/4/2014 7:00,1226.43172
13459,None,278.39,0,0,40, Calm,101309.664,high rain,6/4/2014 8:00,1679.141103
13460,None,279.71,0,0,40, Fog,100454.5,dispersed clounds and rain,6/4/2014 9:00,2484.478532
13461,None,281.21,0,0,20,Snow,101285.501,proximity thunderstorm,6/4/2014 10:00,3689.956016
13462,None,282.81,0,0,1,Fog ,101112.405,clear sky,6/4/2014 11:00,3849.648792
13463,None,284.06,0,0,1,Fog ,100920.339,clear sky,6/4/2014 12:00,4622.113771
13464,None,285.42,0,0,1,Fog ,100421.107,clear sky,6/4/2014 13:00,4399.884393
13465,None,286.66,0,0,1,Fog ,100218.176,clear sky,6/4/2014 14:00,4035.624998
13466,None,288.3,0,0,1,Fog ,101059.959,clear sky,6/4/2014 15:00,4251.457445
13467,None,288.9586907,0,0,20, Fog,100791.91,bit cloudy,6/4/2014 16:00,4049.43121
13468,None,288.99,0,0,20, Fog,100982.514,bit cloudy,6/4/2014 17:00,4036.469453
13469,None,288.8,0,0,20, Fog,100621.099,bit cloudy,6/4/2014 18:00,3534.695258
13470,None,288.19,0,0,20, Fog,100510.168,bit cloudy,6/4/2014 19:00,2863.002193
13471,None,285.89,0,0,20, Fog,100564.913,bit cloudy,6/4/2014 20:00,2620.985297
13472,None,282.5863468,0,0,75, Fog,100337.625,low clouds and high wind,6/4/2014 21:00,2092.358747
13473,None,280.93,0,0,90, Fog,100526.04,clouds over head and dispersed sunny,6/4/2014 22:00,1763.467133
13474,None,280.8,0,0,90, Fog,100336.169,clouds over head and dispersed sunny,6/4/2014 23:00,1106.181548
13475,None,281.37,0,0,75, Fog,100888.067,low clouds and high wind,7/4/2014 0:00,441.0478288
13476,None,280.56,0,0,75, Fog,100537.844,low clouds and high wind,7/4/2014 1:00,376.180776
13477,None,279.82,0,0,20, Fog,100581.95,bit cloudy,7/4/2014 2:00,292.7497409
13478,None,278.4615883,0,0,75, Fog,100661.941,low clouds and high wind,7/4/2014 3:00,454.3765211
13479,None,277.92,0,0,75, Fog,100866.757,low clouds and high wind,7/4/2014 4:00,885.7582275
13480,None,277.1,0,0,40, Fog,100334.343,dispersed clounds and rain,7/4/2014 5:00,2563.960652
13481,None,276.67,0,0,75, Fog,101232.286,low clouds and high wind,7/4/2014 6:00,5840.665483
13482,None,276.4619151,0,0,75, Fog,100818.4,low clouds and high wind,7/4/2014 7:00,6580.442711
13483,None,277.3,0,0,90, Fog,101191.765,clouds over head and dispersed sunny,7/4/2014 8:00,6000.727881
13484,None,279.5,0,0,90, Fog,100969.727,clouds over head and dispersed sunny,7/4/2014 9:00,5213.130554
13485,None,282.22,0,0,40, Fog,101042.583,dispersed clounds and rain,7/4/2014 10:00,4366.520456
13486,None,285.2660146,0,0,40, Fog,100406.647,dispersed clounds and rain,7/4/2014 11:00,4535.289615
13487,None,284.3570129,0,0,40, Fog,100104.555,dispersed clounds and rain,7/4/2014 12:00,5005.776288
13488,None,286.48,0,0,40, Fog,100324.24,dispersed clounds and rain,7/4/2014 13:00,5569.348609
13489,None,287.01,0,0,20, Fog,100314.502,bit cloudy,7/4/2014 14:00,5491.055379
13490,None,287.19,0,0,40, Fog,100604.901,dispersed clounds and rain,7/4/2014 15:00,5908.242427
13491,None,287.18,0,0,40, Fog,100301.715,dispersed clounds and rain,7/4/2014 16:00,6352.187384
13492,None,287,0,0,40, Fog,100736.8,dispersed clounds and rain,7/4/2014 17:00,5682.370086
13493,None,286.34,0,0,20,Thunderstorm,100653.08,SQUALLS,7/4/2014 18:00,4230.689954
13494,None,285.61,0,0,20, Fog,100869.239,bit cloudy,7/4/2014 19:00,3275.198587
13495,None,283.47,0,0,20, Fog,100365.907,bit cloudy,7/4/2014 20:00,2963.921225
13496,None,281.87,0,0,20, Fog,100292.571,bit cloudy,7/4/2014 21:00,2348.246246
13497,None,280.92,0,0,20, Fog,100067.995,bit cloudy,7/4/2014 22:00,1558.438764
13498,None,279.83,0,0,20, Fog,101076.143,bit cloudy,7/4/2014 23:00,776.1054033
13499,None,279.04,0,0,1,Fog ,100934.595,clear sky,8/4/2014 0:00,391.4404766
13500,None,278.23,0,0,1,Fog ,100343.875,clear sky,8/4/2014 1:00,291.6572176
13501,None,277.51,0,0,1, Sprinkle,100587.049,low drizzle,8/4/2014 2:00,137.2663088
13502,None,276.47,0,0,1,Fog ,100178.575,clear sky,8/4/2014 3:00,361.2616151
13503,None,275.85,0,0,1,Fog ,100715.849,clear sky,8/4/2014 4:00,911.8185478
13504,None,275.8070944,0,0,1,Haze,100478.132,lightning and thunderstrom,8/4/2014 5:00,2636.883456
13505,None,274.48,0,0,20, Fog,101291.73,bit cloudy,8/4/2014 6:00,5854.890923
13506,None,274.18,0,0,20, Fog,100469.489,bit cloudy,8/4/2014 7:00,6653.994602
13507,None,274.93,0,0,1,Fog ,100070.056,clear sky,8/4/2014 8:00,6331.342492
13508,None,276.14,0,0,1,Fog ,100816.295,clear sky,8/4/2014 9:00,5089.297062
13509,None,277.92,0,0,20, Fog,101315.096,bit cloudy,8/4/2014 10:00,4637.161032
13510,None,279.74,0,0,20,Squall,100436.709,low visiblity high smoke,8/4/2014 11:00,4749.021385
13511,None,282.3815993,0,0,20, Fog,100417.643,bit cloudy,8/4/2014 12:00,5203.455722
13512,None,282.86,0,0,20, Fog,101198.64,bit cloudy,8/4/2014 13:00,5051.760144
13513,None,283.37,0,0,20, Fog,100140.266,bit cloudy,8/4/2014 14:00,5100.532706
13514,None,283.82,0,0,40, Fog,100682.042,dispersed clounds and rain,8/4/2014 15:00,6048.240803
13515,None,283.84,0,0,40, Fog,100639.811,dispersed clounds and rain,8/4/2014 16:00,6675.067254
13516,None,283.77,0,0,20, Fog,100969.152,bit cloudy,8/4/2014 17:00,6307.987824
13517,None,283.29,0,0,20, Fog,100303.599,bit cloudy,8/4/2014 18:00,4582.362064
13518,None,282.78,0,0,20, Fog,101116.638,bit cloudy,8/4/2014 19:00,3362.022505
13519,None,281.08,0,0,40, Fog,100825.688,dispersed clounds and rain,8/4/2014 20:00,3001.317537
13520,None,279.34,0,0,20, Fog,100594.222,bit cloudy,8/4/2014 21:00,2794.310952
13521,None,276.66,0,0,1,Fog ,100657.388,clear sky,8/4/2014 22:00,3561.47658
13522,None,275.7,0,0,1,Fog ,100092.728,clear sky,8/4/2014 23:00,1119.719062
13523,None,274.55,0,0,1,Fog,100391.475,SQUALLS,9/4/2014 0:00,769.4940194
13524,None,272.9588493,0,0,1,Fog ,100916.662,clear sky,9/4/2014 1:00,521.8560171
13525,None,273.39,0,0,1,Fog ,101075.098,clear sky,9/4/2014 2:00,238.3292293
13526,None,273.8012483,0,0,20, Fog,101176.537,bit cloudy,9/4/2014 3:00,445.8206279
13527,None,274.35,0,0,75, Fog,101039.889,bit snow,9/4/2014 4:00,721.2629434
13528,None,275.01,0,0,75,Squall,100764.518,low rain,9/4/2014 5:00,2819.822557
13529,None,275.68,0,0,75, Fog,100934.934,low clouds and high wind,9/4/2014 6:00,5736.463866
13530,None,276.31,0,0,75,Haze,100577.745,thunderstorm with light rain,9/4/2014 7:00,7475.618508
13531,None,277.74,0,0,75, Fog,100019.814,low clouds and high wind,9/4/2014 8:00,6385.413008
13532,None,280.45,0,0,40, Fog,100679.082,dispersed clounds and rain,9/4/2014 9:00,5403.576065
13533,None,282.6,0,0,40, Fog,100084.847,dispersed clounds and rain,9/4/2014 10:00,4938.193522
13534,None,285.59,0,0,75, Fog,101180.15,low clouds and high wind,9/4/2014 11:00,5302.069332
13535,None,287.38,0,0,75,Haze,100582.851,bit cloudy,9/4/2014 12:00,4933.085101
13536,None,288.63,0,0,75, Fog,100986.24,low clouds and high wind,9/4/2014 13:00,4881.100008
13537,None,290.8111211,0,0,75, Sprinkle,100940.626,low visiblity fog,9/4/2014 14:00,5727.850446
13538,None,291.94,0,0,40, Fog,100620.237,dispersed clounds and rain,9/4/2014 15:00,5960.079932
13539,None,293.32,0,0,75,Percipitation ,101301.051,SQUALLS,9/4/2014 16:00,6975.86223
13540,None,293.94,0,0,75, Fog,100825.25,low clouds and high wind,9/4/2014 17:00,6392.470069
13541,None,294.56,0,0,75, Fog,100656.054,low clouds and high wind,9/4/2014 18:00,4806.680877
13542,None,293.59,0,0,40, Fog,100963.084,dispersed clounds and rain,9/4/2014 19:00,3256.71233
13543,None,291.03,0,0,75, Fog,100962.641,low clouds and high wind,9/4/2014 20:00,2974.973619
13544,None,290.15,0,0,75,Haze,100420.562,freezing rain,9/4/2014 21:00,2817.045844
13545,None,290.78,0,0,75,Fog ,100426.814,heavy snow,9/4/2014 22:00,2138.939622
13546,None,290.22,0,0,90, Fog,100493.848,clouds over head and dispersed sunny,9/4/2014 23:00,1199.771247
13547,None,289.84,0,0,90, Fog,100501.357,clouds over head and dispersed sunny,10/4/2014 0:00,435.038551
13548,None,288.68,0,0,90, Fog,100220.307,clouds over head and dispersed sunny,10/4/2014 1:00,552.9228706
13549,None,286.32,0,0,90, Fog,100205.965,clouds over head and dispersed sunny,10/4/2014 2:00,243.9226202
13550,None,284.37,0.25,0,75,Percipitation ,100019.814,light rain,10/4/2014 3:00,557.2257036
13551,None,283.48,0.2625,0,90,Percipitation ,101164.58,light rain,10/4/2014 4:00,968.3609155
13552,None,282.74,0.25,0,90,Haze,100532.068,haze,10/4/2014 5:00,2621.041197
13553,None,281.44,0,0,90, Fog,100947.952,clouds over head and dispersed sunny,10/4/2014 6:00,5694.217519
13554,None,280.56,0,0,40, Fog,100300.722,dispersed clounds and rain,10/4/2014 7:00,6548.107392
13555,None,282.2768415,0,0,20, Fog,100632.022,bit cloudy,10/4/2014 8:00,6372.029676
13556,None,282.69,0,0,75, Fog,101180.688,low clouds and high wind,10/4/2014 9:00,5302.393824
13557,None,282.3840529,0,0,40, Fog,101292.638,dispersed clounds and rain,10/4/2014 10:00,4682.174424
13558,None,286.06,0,0,20,Percipitation ,101166.31,shower drizzle,10/4/2014 11:00,5285.261473
13559,None,287.01,0,0,20, Fog,100037.896,bit cloudy,10/4/2014 12:00,5130.220486
13560,None,287.47,0.25,0,20,Percipitation ,101208.991,light rain,10/4/2014 13:00,5219.773649
13561,None,288.03,0,0,20, Fog,101157.255,bit cloudy,10/4/2014 14:00,5451.130691
13562,None,288.27,0,0,1,Fog ,101048.649,clear sky,10/4/2014 15:00,6416.632359
13563,None,288.66,0,0,20, Fog,101102.263,bit cloudy,10/4/2014 16:00,6433.654021
13564,None,288.22,0,0,20, Fog,101146.633,bit cloudy,10/4/2014 17:00,6645.565673
13565,None,287.66,0,0,40,Fog ,100524.09,low visiblity fog,10/4/2014 18:00,4646.40026
13566,None,286.7,0,0,75, Fog,101209.444,low clouds and high wind,10/4/2014 19:00,3474.376391
13567,None,285.76,0,0,40, Calm,100960.908,low visiblity fog,10/4/2014 20:00,3215.112293
13568,None,283.26,0,0,20, Fog,100912.14,bit cloudy,10/4/2014 21:00,3773.793156
13569,None,281.13,0,0,20, Fog,101215.454,bit cloudy,10/4/2014 22:00,3000.806165
13570,None,279.87,0,0,20,Snow,100613.529,light shower snow,10/4/2014 23:00,1506.907335
13571,None,279.07,0,0,1,Fog ,100214.985,clear sky,11/4/2014 0:00,856.5491667
13572,None,278.62,0,0,40, Fog,100013.124,dispersed clounds and rain,11/4/2014 1:00,403.5816191
13573,None,280.0523485,0,0,90, Fog,100242.297,clouds over head and dispersed sunny,11/4/2014 2:00,349.8275513
13574,None,280.285171,0,0,90, Fog,100330.692,clouds over head and dispersed sunny,11/4/2014 3:00,347.8741207
13575,None,278.88,0,0,90, Fog,100722.963,clouds over head and dispersed sunny,11/4/2014 4:00,730.7224924
13576,None,278.98,0,0,90, Fog,100553.03,clouds over head and dispersed sunny,11/4/2014 5:00,2667.938445
13577,None,279.07,0,0,90, Fog,101204.751,clouds over head and dispersed sunny,11/4/2014 6:00,5750.796628
13578,None,279.21,0,0,90, Fog,100489.763,clouds over head and dispersed sunny,11/4/2014 7:00,6608.10292
13579,None,279.87,0,0,75, Fog,100740.638,low clouds and high wind,11/4/2014 8:00,6282.264015
13580,None,281.09,0,0,75,Snow,101180.95,drizzle,11/4/2014 9:00,5266.646828
13581,None,282.22,0,0,75, Fog,100931.088,low clouds and high wind,11/4/2014 10:00,4718.052203
13582,None,284.15,0,0,40, Fog,101008.848,dispersed clounds and rain,11/4/2014 11:00,5168.255654
13583,None,285.83,0,0,1,Fog ,101018.476,clear sky,11/4/2014 12:00,5327.487739
13584,None,287.83,0,0,1,Fog ,101110.827,clear sky,11/4/2014 13:00,5536.518259
13585,None,290.4893253,0,0,20, Fog,100137.389,bit cloudy,11/4/2014 14:00,5817.923022
13586,None,289.57,0,0,20, Fog,100410.034,bit cloudy,11/4/2014 15:00,6330.960037
13587,None,290.01,0,0,40, Sprinkle,100506.792,proximity shower rain,11/4/2014 16:00,6755.5539
13588,None,290.16,0,0,40, Fog,100937.812,dispersed clounds and rain,11/4/2014 17:00,6446.134249
13589,None,289.48,0,0,90, Fog,100103.733,clouds over head and dispersed sunny,11/4/2014 18:00,5248.722098
13590,None,288.7,0,0,90, Fog,100443.185,clouds over head and dispersed sunny,11/4/2014 19:00,4003.759681
13591,None,287.12,0,0,90, Fog,100842.637,clouds over head and dispersed sunny,11/4/2014 20:00,3114.184497
13592,None,283.3075809,0,0,1,Fog ,100584.896,clear sky,11/4/2014 21:00,2998.311889
13593,None,284.27,0,0,90, Fog,100475.787,clouds over head and dispersed sunny,11/4/2014 22:00,2802.280368
13594,None,284.23,0,0,90, Fog,100153.01,clouds over head and dispersed sunny,11/4/2014 23:00,2020.485099
13595,None,284.26,0,0,90, Fog,100588.833,clouds over head and dispersed sunny,12/4/2014 0:00,1309.904275
13596,None,284.42,0,0,90, Fog,100700.232,clouds over head and dispersed sunny,12/4/2014 1:00,828.3858816
13597,None,284.28,0,0,90, Fog,100842.637,clouds over head and dispersed sunny,12/4/2014 2:00,528.484392
13598,None,283.97,0,0,90, Fog,100891.877,clouds over head and dispersed sunny,12/4/2014 3:00,508.5992084
13599,None,283.36,0,0,90, Fog,101133.654,clouds over head and dispersed sunny,12/4/2014 4:00,367.3473437
13600,None,282.55,0.25,0,90,Percipitation ,101251.247,light rain,12/4/2014 5:00,817.0125057
13601,None,281.71,0.32,0,90,Snow,100696.81,clouds over head and dispersed sunny,12/4/2014 6:00,1420.864198
13602,None,280.24,0.83,0,90,Percipitation ,100560.618,light rain,12/4/2014 7:00,2555.860892
13603,None,279.94,0.7,0,90,Percipitation ,101009.966,light rain,12/4/2014 8:00,3049.660965
13604,None,279.85,0.7,0,90,Percipitation ,101095.829,light rain,12/4/2014 9:00,3899.112485
13605,None,280.43,0.25,0,90,Percipitation ,100526.04,light rain,12/4/2014 10:00,4394.637103
13606,None,282.9730886,0.25,0,90,Percipitation ,100614.821,light rain,12/4/2014 11:00,4571.164211
13607,None,282.88,0,0,20, Fog,101207.404,bit cloudy,12/4/2014 12:00,5184.508916
13608,None,285.5779956,0.25,0,90,Percipitation ,101002.313,light rain,12/4/2014 13:00,4915.747528
13609,None,284.91,0,0,90, Fog,100185.785,clouds over head and dispersed sunny,12/4/2014 14:00,4670.095823
13610,None,285.03,0,0,90, Fog,100201.246,clouds over head and dispersed sunny,12/4/2014 15:00,4667.446654
13611,None,285.3,0.25,0,90,Percipitation ,101294.2,light rain,12/4/2014 16:00,4639.982499
13612,None,285.23,0,0,90,Smoke,100798.434,lightning and rain,12/4/2014 17:00,4255.030895
13613,None,284.71,0,0,90, Fog,100506.792,clouds over head and dispersed sunny,12/4/2014 18:00,4373.020997
13614,None,283.66,0,0,90, Fog,100020.928,clouds over head and dispersed sunny,12/4/2014 19:00,3391.461973
13615,None,282.53,0.2625,0,90,Percipitation ,100496.687,light rain,12/4/2014 20:00,3186.94198
13616,None,281.91,0,0,90, Fog,100689.081,clouds over head and dispersed sunny,12/4/2014 21:00,3145.194554
13617,None,281.15,0,0,90,Smoke,101041.209,shower snow,12/4/2014 22:00,3151.11857
13618,None,280.74,0,0,90, Fog,100757.798,clouds over head and dispersed sunny,12/4/2014 23:00,2196.268727
13619,None,280.36,0,0,90,Snow,100458.631,mist,13-04-2014 00:00,1392.795231
13620,None,279.87,0,0,90, Fog,100894.878,clouds over head and dispersed sunny,13-04-2014 01:00,862.8163315
13621,None,279.39,0,0,90, Fog,100865.495,clouds over head and dispersed sunny,13-04-2014 02:00,441.9138039
13622,None,279.24,0,0,90, Fog,100163.476,clouds over head and dispersed sunny,13-04-2014 03:00,207.8381152
13623,None,278.72,0,0,90, Fog,100040.375,clouds over head and dispersed sunny,13-04-2014 04:00,350.9159768
13624,None,278.54,0,0,90, Fog,101137.882,clouds over head and dispersed sunny,13-04-2014 05:00,326.5202788
13625,None,277.99,0,0,90, Fog,100555.6,clouds over head and dispersed sunny,13-04-2014 06:00,638.1695931
13626,None,277.85,0,0,90, Fog,101108.171,clouds over head and dispersed sunny,13-04-2014 07:00,1187.554506
13627,None,278.11,0,0,90, Fog,100305.187,clouds over head and dispersed sunny,13-04-2014 08:00,1887.094873
13628,None,278.34,0,0,90,Fog,100603,thunderstorm with rain,13-04-2014 09:00,2455.970951
13629,None,278.51,0,0,90, Fog,100078.337,clouds over head and dispersed sunny,13-04-2014 10:00,3314.904746
13630,None,276.9139694,0,0,90, Fog,100414.664,clouds over head and dispersed sunny,13-04-2014 11:00,3762.427542
13631,None,278.3,0,0,90, Fog,100226.515,clouds over head and dispersed sunny,13-04-2014 12:00,4192.10708
13632,None,277.9,0,0,90, Fog,100400.921,clouds over head and dispersed sunny,13-04-2014 13:00,4165.250009
13633,None,278.748473,0,0,90, Fog,100149.928,clouds over head and dispersed sunny,13-04-2014 14:00,4318.04103
13634,None,277.58,0,0,90, Fog,101144.662,clouds over head and dispersed sunny,13-04-2014 15:00,4277.341653
13635,None,277.46,0,0,90, Fog,100046.401,clouds over head and dispersed sunny,13-04-2014 16:00,4106.459678
13636,None,277.19,0,0,90, Fog,100763.938,clouds over head and dispersed sunny,13-04-2014 17:00,4165.033918
13637,None,276.92,1.02,0,90,Percipitation ,100704.362,moderate rain,13-04-2014 18:00,3828.007458
13638,None,276.41,1.02,0,90,Percipitation ,100916.492,moderate rain,13-04-2014 19:00,3029.623405
13639,None,275.89,0,0,90, Fog,100370.548,clouds over head and dispersed sunny,13-04-2014 20:00,2624.751927
13640,None,275.45,0,0,90, Fog,100505.638,clouds over head and dispersed sunny,13-04-2014 21:00,3176.611894
13641,None,275.21,0,0,90, Fog,100108.938,clouds over head and dispersed sunny,13-04-2014 22:00,2580.079152
13642,None,274.0242152,0,0,90, Fog,100559.571,clouds over head and dispersed sunny,13-04-2014 23:00,1081.135531
13643,None,273.96,0,0,90,Thunderstorm,100975.306,shower drizzle,14-04-2014 00:00,726.7685321
13644,None,274.4983828,0.25,0,90,Percipitation ,100494.401,light rain,14-04-2014 01:00,484.5522324
13645,None,272.8,0.25,0,90,Haze,100008.425,mist,14-04-2014 02:00,450.6925347
13646,None,272.33,0,0,90, Fog,100972.511,clouds over head and dispersed sunny,14-04-2014 03:00,143.2966269
13647,None,271.86,0,0,90, Fog,100920.339,clouds over head and dispersed sunny,14-04-2014 04:00,682.5750987
13648,None,271.41,0,0,90, Fog,100897.849,clouds over head and dispersed sunny,14-04-2014 05:00,2685.79181
13649,None,270.86,0,0,75, Fog,100644.52,low clouds and high wind,14-04-2014 06:00,6021.609982
13650,None,270.84,0,0,90, Fog,100452.253,clouds over head and dispersed sunny,14-04-2014 07:00,6977.66954
13651,None,270.7,0,0,90,Haze,101053.649,shower snow,14-04-2014 08:00,6144.045931
13652,None,271.18,0,0,75,Thunderstorm,101208.332,lightning and rain,14-04-2014 09:00,5213.638473
13653,None,271.97,0,0,75, Fog,101125.757,low clouds and high wind,14-04-2014 10:00,4324.040629
13654,None,272.91,0,0,40, Fog,100241.195,dispersed clounds and rain,14-04-2014 11:00,4659.494831
13655,None,273.75,0,0,75, Fog,101000.381,low clouds and high wind,14-04-2014 12:00,4622.976182
13656,None,274.61,0,0,75, Fog,100817.905,low clouds and high wind,14-04-2014 13:00,4606.734482
13657,None,275.18,0,0,40, Fog,100352.21,dispersed clounds and rain,14-04-2014 14:00,5473.881615
13658,None,275.28,0,0,75, Fog,100488.485,low clouds and high wind,14-04-2014 15:00,5789.288642
13659,None,275.07,0,0,75, Fog,101012.597,low clouds and high wind,14-04-2014 16:00,6398.442731
13660,None,275.04,0,0,75, Fog,100885.323,low clouds and high wind,14-04-2014 17:00,6028.256409
13661,None,274.37,0,0,75, Fog,100480.224,low clouds and high wind,14-04-2014 18:00,4285.064527
13662,None,273.71,0,0,75,Snow,100546.718,heavy intensity rain,14-04-2014 19:00,2979.767282
13663,None,272.51,0,0,40, Fog,100770.926,dispersed clounds and rain,14-04-2014 20:00,2595.423209
13664,None,271.77,0,0,20, Fog,100546.226,bit cloudy,14-04-2014 21:00,2097.473999
13665,None,270.98,0,0,20, Fog,100375.268,bit cloudy,14-04-2014 22:00,1418.292515
13666,None,270.51,0,0,20, Fog,100987.186,bit cloudy,14-04-2014 23:00,1076.384768
13667,None,269.99,0,0,40, Fog,100100.711,dispersed clounds and rain,15-04-2014 00:00,567.1087198
13668,None,269.23,0,0,75, Fog,100177.027,low clouds and high wind,15-04-2014 01:00,450.0349964
13669,None,268.51,0,0,75, Fog,100875.712,low clouds and high wind,15-04-2014 02:00,416.7595499
13670,None,267.74,0,0,75, Sprinkle,100979.6,bit snow,15-04-2014 03:00,287.9799556
13671,None,267.38,0,0,1,Fog ,100929.721,clear sky,15-04-2014 04:00,767.6917271
13672,None,267.3,0,0,0,Fog ,100326.001,clear sky,15-04-2014 05:00,2824.721814
13673,None,265.9,0,0,1,Fog ,100505.146,clear sky,15-04-2014 06:00,6085.099985
13674,None,268.0624268,0,0,1,Squall,100478.158,light shower snow,15-04-2014 07:00,6608.586509
13675,None,266.88,0,0,1,Fog ,100714.554,clear sky,15-04-2014 08:00,6448.293672
13676,None,268.02,0,0,1,Fog ,100238.76,clear sky,15-04-2014 09:00,5332.703722
13677,None,269.37,0,0,20, Fog,100185.597,bit cloudy,15-04-2014 10:00,4658.839408
13678,None,270.52,0,0,1,Fog ,100160.969,clear sky,15-04-2014 11:00,4902.079178
13679,None,271.62,0,0,1,Snow,100668.821,Sky is Clear,15-04-2014 12:00,4999.589495
13680,None,272.54,0,0,20, Fog,100826.888,bit cloudy,15-04-2014 13:00,5423.380068
13681,None,274.05,0,0,20, Fog,100887.798,bit cloudy,15-04-2014 14:00,5374.437136
13682,None,274.99,0,0,20, Fog,100870.493,bit cloudy,15-04-2014 15:00,6183.072256
13683,None,275.64,0,0,75,Fog ,100825.25,heavy snow,15-04-2014 16:00,6685.327587
13684,None,275.96,0,0,40, Fog,100389.461,dispersed clounds and rain,15-04-2014 17:00,6520.516498
13685,None,275.79,0,0,75, Fog,101204.073,low clouds and high wind,15-04-2014 18:00,4783.264526
13686,None,275.26,0,0,90, Fog,100374.949,clouds over head and dispersed sunny,15-04-2014 19:00,3342.689542
13687,None,274.65,0,0,90, Fog,101138.334,clouds over head and dispersed sunny,15-04-2014 20:00,2941.546892
13688,None,274.37,0,0,90, Fog,100650.516,clouds over head and dispersed sunny,15-04-2014 21:00,2588.999765
13689,None,274.09,0,0,90, Fog,100092.91,clouds over head and dispersed sunny,15-04-2014 22:00,1876.515221
13690,None,274.21,0,0,90, Fog,100753.506,clouds over head and dispersed sunny,15-04-2014 23:00,1170.634087
13691,None,274.18,0,0,90, Fog,100149.416,clouds over head and dispersed sunny,16-04-2014 00:00,438.0524113
13692,None,274.17,0,0,90, Fog,101135.91,clouds over head and dispersed sunny,16-04-2014 01:00,459.1549061
